Contrast[0.0685]  EntRel[0.2269]  Conjunction[0.1123]  NoRel[0.0108]  Instantiation[0.0901]  Restatement[0.1359]  Asynchronous[0.0281]  Cause[0.2597]  List[0.0208]  Concession[0.0131]  Alternative[0.0072]  Synchrony[0.0157]  Pragmatic_cause[0.0109]  Cause
Contrast[0.0908]  EntRel[0.2526]  Conjunction[0.1285]  NoRel[0.0054]  Instantiation[0.1140]  Restatement[0.2072]  Asynchronous[0.0625]  Cause[0.1018]  List[0.0062]  Concession[0.0132]  Alternative[0.0047]  Synchrony[0.0102]  Pragmatic_cause[0.0027]  EntRel
Contrast[0.0552]  EntRel[0.2536]  Conjunction[0.2209]  NoRel[0.0217]  Instantiation[0.0416]  Restatement[0.0266]  Asynchronous[0.0925]  Cause[0.2016]  List[0.0177]  Concession[0.0270]  Alternative[0.0151]  Synchrony[0.0192]  Pragmatic_cause[0.0073]  EntRel
Contrast[0.0720]  EntRel[0.1099]  Conjunction[0.2555]  NoRel[0.0237]  Instantiation[0.0736]  Restatement[0.1328]  Asynchronous[0.0308]  Cause[0.2269]  List[0.0172]  Concession[0.0219]  Alternative[0.0143]  Synchrony[0.0133]  Pragmatic_cause[0.0081]  Conjunction
Contrast[0.0615]  EntRel[0.1333]  Conjunction[0.1202]  NoRel[0.0025]  Instantiation[0.1648]  Restatement[0.1767]  Asynchronous[0.1143]  Cause[0.2009]  List[0.0041]  Concession[0.0032]  Alternative[0.0007]  Synchrony[0.0150]  Pragmatic_cause[0.0028]  Cause
Contrast[0.0874]  EntRel[0.3390]  Conjunction[0.1843]  NoRel[0.0053]  Instantiation[0.0292]  Restatement[0.0907]  Asynchronous[0.0663]  Cause[0.0994]  List[0.0229]  Concession[0.0443]  Alternative[0.0009]  Synchrony[0.0295]  Pragmatic_cause[0.0007]  EntRel
Contrast[0.0804]  EntRel[0.3541]  Conjunction[0.2161]  NoRel[0.0076]  Instantiation[0.0153]  Restatement[0.0764]  Asynchronous[0.0862]  Cause[0.0954]  List[0.0070]  Concession[0.0172]  Alternative[0.0020]  Synchrony[0.0416]  Pragmatic_cause[0.0005]  EntRel
Contrast[0.0983]  EntRel[0.1402]  Conjunction[0.1516]  NoRel[0.0239]  Instantiation[0.0718]  Restatement[0.1380]  Asynchronous[0.0464]  Cause[0.2528]  List[0.0177]  Concession[0.0191]  Alternative[0.0092]  Synchrony[0.0225]  Pragmatic_cause[0.0086]  Cause
Contrast[0.0543]  EntRel[0.1669]  Conjunction[0.1951]  NoRel[0.0130]  Instantiation[0.0599]  Restatement[0.1589]  Asynchronous[0.0455]  Cause[0.2465]  List[0.0077]  Concession[0.0159]  Alternative[0.0136]  Synchrony[0.0211]  Pragmatic_cause[0.0017]  Cause
Contrast[0.0626]  EntRel[0.2918]  Conjunction[0.0744]  NoRel[0.0226]  Instantiation[0.2254]  Restatement[0.1805]  Asynchronous[0.0480]  Cause[0.0212]  List[0.0148]  Concession[0.0240]  Alternative[0.0073]  Synchrony[0.0208]  Pragmatic_cause[0.0065]  EntRel
Contrast[0.0433]  EntRel[0.1683]  Conjunction[0.0960]  NoRel[0.0072]  Instantiation[0.1975]  Restatement[0.1609]  Asynchronous[0.0402]  Cause[0.2383]  List[0.0173]  Concession[0.0092]  Alternative[0.0007]  Synchrony[0.0196]  Pragmatic_cause[0.0016]  Cause
Contrast[0.3876]  EntRel[0.2750]  Conjunction[0.1507]  NoRel[0.0072]  Instantiation[0.0157]  Restatement[0.0439]  Asynchronous[0.0137]  Cause[0.0374]  List[0.0260]  Concession[0.0266]  Alternative[0.0093]  Synchrony[0.0055]  Pragmatic_cause[0.0014]  Contrast
Contrast[0.0433]  EntRel[0.2437]  Conjunction[0.0990]  NoRel[0.0105]  Instantiation[0.2394]  Restatement[0.2056]  Asynchronous[0.0310]  Cause[0.0777]  List[0.0141]  Concession[0.0064]  Alternative[0.0083]  Synchrony[0.0152]  Pragmatic_cause[0.0057]  EntRel
Contrast[0.2440]  EntRel[0.1514]  Conjunction[0.2561]  NoRel[0.0073]  Instantiation[0.0282]  Restatement[0.1051]  Asynchronous[0.0326]  Cause[0.0372]  List[0.1053]  Concession[0.0118]  Alternative[0.0011]  Synchrony[0.0180]  Pragmatic_cause[0.0019]  Conjunction
Contrast[0.0859]  EntRel[0.3071]  Conjunction[0.1983]  NoRel[0.0409]  Instantiation[0.0897]  Restatement[0.0826]  Asynchronous[0.0457]  Cause[0.0486]  List[0.0144]  Concession[0.0205]  Alternative[0.0247]  Synchrony[0.0196]  Pragmatic_cause[0.0219]  EntRel
Contrast[0.0412]  EntRel[0.2680]  Conjunction[0.1592]  NoRel[0.0020]  Instantiation[0.0205]  Restatement[0.1784]  Asynchronous[0.0552]  Cause[0.2599]  List[0.0050]  Concession[0.0030]  Alternative[0.0014]  Synchrony[0.0050]  Pragmatic_cause[0.0012]  EntRel
Contrast[0.0972]  EntRel[0.1921]  Conjunction[0.1280]  NoRel[0.0162]  Instantiation[0.0425]  Restatement[0.0644]  Asynchronous[0.0773]  Cause[0.2717]  List[0.0421]  Concession[0.0188]  Alternative[0.0140]  Synchrony[0.0320]  Pragmatic_cause[0.0036]  Cause
Contrast[0.0385]  EntRel[0.4048]  Conjunction[0.1664]  NoRel[0.0085]  Instantiation[0.0448]  Restatement[0.0128]  Asynchronous[0.0231]  Cause[0.1856]  List[0.0069]  Concession[0.0616]  Alternative[0.0260]  Synchrony[0.0162]  Pragmatic_cause[0.0049]  EntRel
Contrast[0.0893]  EntRel[0.2706]  Conjunction[0.0968]  NoRel[0.0081]  Instantiation[0.0933]  Restatement[0.0802]  Asynchronous[0.0337]  Cause[0.2822]  List[0.0097]  Concession[0.0061]  Alternative[0.0069]  Synchrony[0.0187]  Pragmatic_cause[0.0044]  Cause
Contrast[0.0963]  EntRel[0.0913]  Conjunction[0.1046]  NoRel[0.0040]  Instantiation[0.0466]  Restatement[0.2225]  Asynchronous[0.0425]  Cause[0.3700]  List[0.0050]  Concession[0.0063]  Alternative[0.0050]  Synchrony[0.0021]  Pragmatic_cause[0.0040]  Cause
Contrast[0.0313]  EntRel[0.3272]  Conjunction[0.0905]  NoRel[0.0096]  Instantiation[0.0396]  Restatement[0.1658]  Asynchronous[0.0298]  Cause[0.2785]  List[0.0031]  Concession[0.0110]  Alternative[0.0042]  Synchrony[0.0055]  Pragmatic_cause[0.0040]  EntRel
Contrast[0.0686]  EntRel[0.0897]  Conjunction[0.1392]  NoRel[0.0014]  Instantiation[0.0606]  Restatement[0.1542]  Asynchronous[0.0550]  Cause[0.3724]  List[0.0298]  Concession[0.0117]  Alternative[0.0093]  Synchrony[0.0066]  Pragmatic_cause[0.0017]  Cause
Contrast[0.0261]  EntRel[0.4707]  Conjunction[0.2562]  NoRel[0.0127]  Instantiation[0.1321]  Restatement[0.0526]  Asynchronous[0.0132]  Cause[0.0183]  List[0.0009]  Concession[0.0008]  Alternative[0.0004]  Synchrony[0.0158]  Pragmatic_cause[0.0002]  EntRel
Contrast[0.0132]  EntRel[0.5114]  Conjunction[0.2253]  NoRel[0.0540]  Instantiation[0.0297]  Restatement[0.0556]  Asynchronous[0.0300]  Cause[0.0279]  List[0.0154]  Concession[0.0050]  Alternative[0.0119]  Synchrony[0.0108]  Pragmatic_cause[0.0098]  EntRel
Contrast[0.0651]  EntRel[0.4053]  Conjunction[0.1496]  NoRel[0.0172]  Instantiation[0.0231]  Restatement[0.1230]  Asynchronous[0.0166]  Cause[0.0828]  List[0.0464]  Concession[0.0078]  Alternative[0.0090]  Synchrony[0.0498]  Pragmatic_cause[0.0042]  EntRel
Contrast[0.0417]  EntRel[0.5232]  Conjunction[0.0731]  NoRel[0.0253]  Instantiation[0.0422]  Restatement[0.0830]  Asynchronous[0.0861]  Cause[0.0880]  List[0.0047]  Concession[0.0212]  Alternative[0.0023]  Synchrony[0.0076]  Pragmatic_cause[0.0016]  EntRel
Contrast[0.0497]  EntRel[0.4653]  Conjunction[0.0782]  NoRel[0.0013]  Instantiation[0.0801]  Restatement[0.2731]  Asynchronous[0.0036]  Cause[0.0267]  List[0.0008]  Concession[0.0086]  Alternative[0.0090]  Synchrony[0.0032]  Pragmatic_cause[0.0003]  EntRel
Contrast[0.0696]  EntRel[0.5288]  Conjunction[0.0526]  NoRel[0.0031]  Instantiation[0.1448]  Restatement[0.1453]  Asynchronous[0.0125]  Cause[0.0322]  List[0.0003]  Concession[0.0033]  Alternative[0.0042]  Synchrony[0.0029]  Pragmatic_cause[0.0004]  EntRel
Contrast[0.1211]  EntRel[0.2858]  Conjunction[0.1752]  NoRel[0.0040]  Instantiation[0.0511]  Restatement[0.1367]  Asynchronous[0.0403]  Cause[0.1428]  List[0.0277]  Concession[0.0057]  Alternative[0.0016]  Synchrony[0.0063]  Pragmatic_cause[0.0018]  EntRel
Contrast[0.0459]  EntRel[0.5385]  Conjunction[0.1848]  NoRel[0.0010]  Instantiation[0.0048]  Restatement[0.1806]  Asynchronous[0.0062]  Cause[0.0310]  List[0.0022]  Concession[0.0009]  Alternative[0.0001]  Synchrony[0.0038]  Pragmatic_cause[0.0002]  EntRel
Contrast[0.0175]  EntRel[0.8116]  Conjunction[0.0381]  NoRel[0.0028]  Instantiation[0.0051]  Restatement[0.0524]  Asynchronous[0.0169]  Cause[0.0351]  List[0.0011]  Concession[0.0065]  Alternative[0.0001]  Synchrony[0.0126]  Pragmatic_cause[0.0002]  EntRel
Contrast[0.0765]  EntRel[0.5528]  Conjunction[0.1618]  NoRel[0.0271]  Instantiation[0.0235]  Restatement[0.0673]  Asynchronous[0.0249]  Cause[0.0303]  List[0.0116]  Concession[0.0088]  Alternative[0.0020]  Synchrony[0.0121]  Pragmatic_cause[0.0012]  EntRel
Contrast[0.1493]  EntRel[0.0946]  Conjunction[0.0931]  NoRel[0.0152]  Instantiation[0.0475]  Restatement[0.1578]  Asynchronous[0.0534]  Cause[0.2298]  List[0.0312]  Concession[0.0249]  Alternative[0.0596]  Synchrony[0.0237]  Pragmatic_cause[0.0200]  Cause
Contrast[0.0294]  EntRel[0.6817]  Conjunction[0.0890]  NoRel[0.0102]  Instantiation[0.0279]  Restatement[0.0441]  Asynchronous[0.0112]  Cause[0.0531]  List[0.0217]  Concession[0.0095]  Alternative[0.0003]  Synchrony[0.0211]  Pragmatic_cause[0.0009]  EntRel
Contrast[0.0160]  EntRel[0.6779]  Conjunction[0.1682]  NoRel[0.0060]  Instantiation[0.0088]  Restatement[0.0826]  Asynchronous[0.0068]  Cause[0.0100]  List[0.0122]  Concession[0.0035]  Alternative[0.0019]  Synchrony[0.0049]  Pragmatic_cause[0.0012]  EntRel
Contrast[0.0706]  EntRel[0.5853]  Conjunction[0.1409]  NoRel[0.0100]  Instantiation[0.0312]  Restatement[0.0825]  Asynchronous[0.0175]  Cause[0.0394]  List[0.0023]  Concession[0.0051]  Alternative[0.0001]  Synchrony[0.0115]  Pragmatic_cause[0.0036]  EntRel
Contrast[0.0189]  EntRel[0.6799]  Conjunction[0.0976]  NoRel[0.0214]  Instantiation[0.0110]  Restatement[0.0891]  Asynchronous[0.0271]  Cause[0.0293]  List[0.0110]  Concession[0.0059]  Alternative[0.0022]  Synchrony[0.0057]  Pragmatic_cause[0.0009]  EntRel
Contrast[0.0229]  EntRel[0.5534]  Conjunction[0.0804]  NoRel[0.0060]  Instantiation[0.0217]  Restatement[0.2272]  Asynchronous[0.0183]  Cause[0.0579]  List[0.0037]  Concession[0.0021]  Alternative[0.0003]  Synchrony[0.0036]  Pragmatic_cause[0.0025]  EntRel
Contrast[0.1103]  EntRel[0.5109]  Conjunction[0.1632]  NoRel[0.0303]  Instantiation[0.0187]  Restatement[0.0459]  Asynchronous[0.0118]  Cause[0.0534]  List[0.0157]  Concession[0.0159]  Alternative[0.0080]  Synchrony[0.0157]  Pragmatic_cause[0.0004]  EntRel
Contrast[0.0457]  EntRel[0.5739]  Conjunction[0.1356]  NoRel[0.0019]  Instantiation[0.0183]  Restatement[0.0548]  Asynchronous[0.0601]  Cause[0.0796]  List[0.0200]  Concession[0.0039]  Alternative[0.0005]  Synchrony[0.0055]  Pragmatic_cause[0.0001]  EntRel
Contrast[0.0397]  EntRel[0.8172]  Conjunction[0.0657]  NoRel[0.0320]  Instantiation[0.0069]  Restatement[0.0054]  Asynchronous[0.0210]  Cause[0.0026]  List[0.0018]  Concession[0.0017]  Alternative[0.0005]  Synchrony[0.0041]  Pragmatic_cause[0.0014]  EntRel
Contrast[0.1791]  EntRel[0.3711]  Conjunction[0.0907]  NoRel[0.0262]  Instantiation[0.0139]  Restatement[0.1363]  Asynchronous[0.0127]  Cause[0.1278]  List[0.0074]  Concession[0.0068]  Alternative[0.0077]  Synchrony[0.0189]  Pragmatic_cause[0.0014]  EntRel
Contrast[0.0835]  EntRel[0.8157]  Conjunction[0.0381]  NoRel[0.0026]  Instantiation[0.0329]  Restatement[0.0093]  Asynchronous[0.0078]  Cause[0.0025]  List[0.0012]  Concession[0.0039]  Alternative[0.0008]  Synchrony[0.0008]  Pragmatic_cause[0.0008]  EntRel
Contrast[0.0670]  EntRel[0.5748]  Conjunction[0.1227]  NoRel[0.0384]  Instantiation[0.0298]  Restatement[0.0409]  Asynchronous[0.0153]  Cause[0.0422]  List[0.0090]  Concession[0.0449]  Alternative[0.0088]  Synchrony[0.0040]  Pragmatic_cause[0.0023]  EntRel
Contrast[0.0437]  EntRel[0.3437]  Conjunction[0.0825]  NoRel[0.0023]  Instantiation[0.0247]  Restatement[0.2048]  Asynchronous[0.0276]  Cause[0.1973]  List[0.0512]  Concession[0.0046]  Alternative[0.0016]  Synchrony[0.0135]  Pragmatic_cause[0.0023]  EntRel
Contrast[0.0888]  EntRel[0.4985]  Conjunction[0.2418]  NoRel[0.0076]  Instantiation[0.0139]  Restatement[0.0765]  Asynchronous[0.0254]  Cause[0.0051]  List[0.0122]  Concession[0.0076]  Alternative[0.0039]  Synchrony[0.0185]  Pragmatic_cause[0.0002]  EntRel
Contrast[0.0417]  EntRel[0.6644]  Conjunction[0.0697]  NoRel[0.1032]  Instantiation[0.0331]  Restatement[0.0396]  Asynchronous[0.0258]  Cause[0.0072]  List[0.0030]  Concession[0.0062]  Alternative[0.0003]  Synchrony[0.0055]  Pragmatic_cause[0.0003]  EntRel
Contrast[0.1281]  EntRel[0.4635]  Conjunction[0.1681]  NoRel[0.0606]  Instantiation[0.0061]  Restatement[0.0323]  Asynchronous[0.0159]  Cause[0.0293]  List[0.0206]  Concession[0.0614]  Alternative[0.0011]  Synchrony[0.0114]  Pragmatic_cause[0.0016]  EntRel
Contrast[0.0894]  EntRel[0.1360]  Conjunction[0.1022]  NoRel[0.0303]  Instantiation[0.0877]  Restatement[0.1496]  Asynchronous[0.0173]  Cause[0.2105]  List[0.0477]  Concession[0.0319]  Alternative[0.0597]  Synchrony[0.0159]  Pragmatic_cause[0.0219]  Cause
Contrast[0.0550]  EntRel[0.2424]  Conjunction[0.1657]  NoRel[0.0287]  Instantiation[0.0509]  Restatement[0.0913]  Asynchronous[0.0439]  Cause[0.1650]  List[0.1067]  Concession[0.0179]  Alternative[0.0070]  Synchrony[0.0189]  Pragmatic_cause[0.0065]  EntRel
Contrast[0.1308]  EntRel[0.0785]  Conjunction[0.2271]  NoRel[0.0090]  Instantiation[0.1370]  Restatement[0.1592]  Asynchronous[0.0226]  Cause[0.1825]  List[0.0223]  Concession[0.0059]  Alternative[0.0093]  Synchrony[0.0100]  Pragmatic_cause[0.0058]  Conjunction
Contrast[0.1017]  EntRel[0.1244]  Conjunction[0.1156]  NoRel[0.0033]  Instantiation[0.0864]  Restatement[0.1707]  Asynchronous[0.0135]  Cause[0.3550]  List[0.0117]  Concession[0.0038]  Alternative[0.0026]  Synchrony[0.0099]  Pragmatic_cause[0.0014]  Cause
Contrast[0.0541]  EntRel[0.1294]  Conjunction[0.1162]  NoRel[0.0247]  Instantiation[0.1637]  Restatement[0.1016]  Asynchronous[0.0227]  Cause[0.3132]  List[0.0095]  Concession[0.0132]  Alternative[0.0325]  Synchrony[0.0163]  Pragmatic_cause[0.0027]  Cause
Contrast[0.0682]  EntRel[0.3844]  Conjunction[0.2300]  NoRel[0.0205]  Instantiation[0.0219]  Restatement[0.1550]  Asynchronous[0.0253]  Cause[0.0730]  List[0.0117]  Concession[0.0012]  Alternative[0.0022]  Synchrony[0.0065]  Pragmatic_cause[0.0002]  EntRel
Contrast[0.0399]  EntRel[0.5359]  Conjunction[0.2225]  NoRel[0.0088]  Instantiation[0.0016]  Restatement[0.0747]  Asynchronous[0.0053]  Cause[0.0903]  List[0.0019]  Concession[0.0166]  Alternative[0.0001]  Synchrony[0.0021]  Pragmatic_cause[0.0001]  EntRel
Contrast[0.0627]  EntRel[0.1646]  Conjunction[0.1076]  NoRel[0.0281]  Instantiation[0.2522]  Restatement[0.1891]  Asynchronous[0.0427]  Cause[0.1204]  List[0.0087]  Concession[0.0038]  Alternative[0.0036]  Synchrony[0.0145]  Pragmatic_cause[0.0020]  Instantiation
Contrast[0.1799]  EntRel[0.2737]  Conjunction[0.2593]  NoRel[0.0033]  Instantiation[0.0055]  Restatement[0.1044]  Asynchronous[0.0558]  Cause[0.0718]  List[0.0285]  Concession[0.0065]  Alternative[0.0007]  Synchrony[0.0099]  Pragmatic_cause[0.0005]  EntRel
Contrast[0.0327]  EntRel[0.3972]  Conjunction[0.0810]  NoRel[0.1986]  Instantiation[0.0485]  Restatement[0.0409]  Asynchronous[0.0120]  Cause[0.0956]  List[0.0117]  Concession[0.0433]  Alternative[0.0135]  Synchrony[0.0195]  Pragmatic_cause[0.0055]  EntRel
Contrast[0.0882]  EntRel[0.1294]  Conjunction[0.2074]  NoRel[0.0093]  Instantiation[0.1135]  Restatement[0.1560]  Asynchronous[0.0376]  Cause[0.1682]  List[0.0238]  Concession[0.0206]  Alternative[0.0073]  Synchrony[0.0305]  Pragmatic_cause[0.0081]  Conjunction
Contrast[0.0185]  EntRel[0.2065]  Conjunction[0.0755]  NoRel[0.0189]  Instantiation[0.4637]  Restatement[0.0818]  Asynchronous[0.0314]  Cause[0.0875]  List[0.0016]  Concession[0.0011]  Alternative[0.0040]  Synchrony[0.0076]  Pragmatic_cause[0.0018]  Instantiation
Contrast[0.1959]  EntRel[0.2863]  Conjunction[0.1277]  NoRel[0.0010]  Instantiation[0.0291]  Restatement[0.1962]  Asynchronous[0.0421]  Cause[0.0988]  List[0.0025]  Concession[0.0048]  Alternative[0.0056]  Synchrony[0.0064]  Pragmatic_cause[0.0036]  EntRel
Contrast[0.1265]  EntRel[0.5125]  Conjunction[0.1983]  NoRel[0.0010]  Instantiation[0.0218]  Restatement[0.0185]  Asynchronous[0.0363]  Cause[0.0653]  List[0.0092]  Concession[0.0038]  Alternative[0.0013]  Synchrony[0.0042]  Pragmatic_cause[0.0013]  EntRel
Contrast[0.0516]  EntRel[0.2101]  Conjunction[0.1238]  NoRel[0.0218]  Instantiation[0.1016]  Restatement[0.1496]  Asynchronous[0.0608]  Cause[0.1348]  List[0.0130]  Concession[0.0232]  Alternative[0.0446]  Synchrony[0.0369]  Pragmatic_cause[0.0283]  EntRel
Contrast[0.0671]  EntRel[0.0729]  Conjunction[0.0983]  NoRel[0.0153]  Instantiation[0.0859]  Restatement[0.1518]  Asynchronous[0.0175]  Cause[0.4025]  List[0.0095]  Concession[0.0124]  Alternative[0.0482]  Synchrony[0.0113]  Pragmatic_cause[0.0074]  Cause
Contrast[0.0782]  EntRel[0.2366]  Conjunction[0.1468]  NoRel[0.0178]  Instantiation[0.0569]  Restatement[0.1011]  Asynchronous[0.0688]  Cause[0.1316]  List[0.0861]  Concession[0.0246]  Alternative[0.0146]  Synchrony[0.0250]  Pragmatic_cause[0.0119]  EntRel
Contrast[0.0892]  EntRel[0.2047]  Conjunction[0.1115]  NoRel[0.0113]  Instantiation[0.1099]  Restatement[0.1658]  Asynchronous[0.0544]  Cause[0.1985]  List[0.0091]  Concession[0.0120]  Alternative[0.0057]  Synchrony[0.0268]  Pragmatic_cause[0.0011]  EntRel
Contrast[0.0957]  EntRel[0.2387]  Conjunction[0.0649]  NoRel[0.0124]  Instantiation[0.3074]  Restatement[0.1474]  Asynchronous[0.0283]  Cause[0.0201]  List[0.0074]  Concession[0.0091]  Alternative[0.0399]  Synchrony[0.0091]  Pragmatic_cause[0.0198]  Instantiation
Contrast[0.1691]  EntRel[0.5225]  Conjunction[0.1063]  NoRel[0.0099]  Instantiation[0.0196]  Restatement[0.0343]  Asynchronous[0.0365]  Cause[0.0335]  List[0.0228]  Concession[0.0208]  Alternative[0.0052]  Synchrony[0.0173]  Pragmatic_cause[0.0022]  EntRel
Contrast[0.0786]  EntRel[0.2238]  Conjunction[0.1644]  NoRel[0.0260]  Instantiation[0.0999]  Restatement[0.1643]  Asynchronous[0.0271]  Cause[0.1242]  List[0.0281]  Concession[0.0116]  Alternative[0.0252]  Synchrony[0.0202]  Pragmatic_cause[0.0067]  EntRel
Contrast[0.0692]  EntRel[0.1176]  Conjunction[0.1322]  NoRel[0.0074]  Instantiation[0.2588]  Restatement[0.1364]  Asynchronous[0.0294]  Cause[0.1237]  List[0.0966]  Concession[0.0038]  Alternative[0.0020]  Synchrony[0.0203]  Pragmatic_cause[0.0028]  Instantiation
Contrast[0.0703]  EntRel[0.4397]  Conjunction[0.0519]  NoRel[0.0052]  Instantiation[0.0946]  Restatement[0.2742]  Asynchronous[0.0037]  Cause[0.0376]  List[0.0018]  Concession[0.0057]  Alternative[0.0093]  Synchrony[0.0010]  Pragmatic_cause[0.0050]  EntRel
Contrast[0.1235]  EntRel[0.4663]  Conjunction[0.1611]  NoRel[0.0225]  Instantiation[0.0662]  Restatement[0.0306]  Asynchronous[0.0650]  Cause[0.0361]  List[0.0095]  Concession[0.0046]  Alternative[0.0015]  Synchrony[0.0064]  Pragmatic_cause[0.0066]  EntRel
Contrast[0.1675]  EntRel[0.1746]  Conjunction[0.2385]  NoRel[0.0193]  Instantiation[0.0865]  Restatement[0.0952]  Asynchronous[0.0764]  Cause[0.0887]  List[0.0205]  Concession[0.0168]  Alternative[0.0080]  Synchrony[0.0069]  Pragmatic_cause[0.0008]  Conjunction
Contrast[0.1170]  EntRel[0.2236]  Conjunction[0.0688]  NoRel[0.0041]  Instantiation[0.1424]  Restatement[0.0688]  Asynchronous[0.1023]  Cause[0.2505]  List[0.0047]  Concession[0.0099]  Alternative[0.0016]  Synchrony[0.0059]  Pragmatic_cause[0.0005]  Cause
Contrast[0.2520]  EntRel[0.4642]  Conjunction[0.1191]  NoRel[0.0436]  Instantiation[0.0043]  Restatement[0.0267]  Asynchronous[0.0053]  Cause[0.0440]  List[0.0123]  Concession[0.0224]  Alternative[0.0010]  Synchrony[0.0047]  Pragmatic_cause[0.0003]  EntRel
Contrast[0.3209]  EntRel[0.5735]  Conjunction[0.0543]  NoRel[0.0048]  Instantiation[0.0004]  Restatement[0.0063]  Asynchronous[0.0026]  Cause[0.0207]  List[0.0026]  Concession[0.0111]  Alternative[0.0002]  Synchrony[0.0022]  Pragmatic_cause[0.0003]  EntRel
Contrast[0.1572]  EntRel[0.1258]  Conjunction[0.1006]  NoRel[0.0179]  Instantiation[0.0197]  Restatement[0.1551]  Asynchronous[0.0709]  Cause[0.2486]  List[0.0314]  Concession[0.0369]  Alternative[0.0052]  Synchrony[0.0216]  Pragmatic_cause[0.0091]  Cause
Contrast[0.2279]  EntRel[0.2783]  Conjunction[0.3257]  NoRel[0.0019]  Instantiation[0.0057]  Restatement[0.0628]  Asynchronous[0.0123]  Cause[0.0621]  List[0.0010]  Concession[0.0133]  Alternative[0.0051]  Synchrony[0.0034]  Pragmatic_cause[0.0006]  Conjunction
Contrast[0.0366]  EntRel[0.6489]  Conjunction[0.0313]  NoRel[0.0037]  Instantiation[0.0746]  Restatement[0.1708]  Asynchronous[0.0084]  Cause[0.0048]  List[0.0003]  Concession[0.0144]  Alternative[0.0004]  Synchrony[0.0048]  Pragmatic_cause[0.0011]  EntRel
Contrast[0.1186]  EntRel[0.1421]  Conjunction[0.2276]  NoRel[0.0084]  Instantiation[0.0521]  Restatement[0.1235]  Asynchronous[0.0230]  Cause[0.2759]  List[0.0040]  Concession[0.0127]  Alternative[0.0068]  Synchrony[0.0046]  Pragmatic_cause[0.0007]  Cause
