none[0.9640]  arg1_node[0.0355]  arg2_node[0.0005]  none
none[0.9620]  arg1_node[0.0364]  arg2_node[0.0016]  none
none[0.2426]  arg1_node[0.6875]  arg2_node[0.0699]  arg1_node
none[0.9979]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.6977]  arg1_node[0.2758]  arg2_node[0.0266]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.7374]  arg1_node[0.1330]  arg2_node[0.1296]  none
none[0.4098]  arg1_node[0.0509]  arg2_node[0.5393]  arg2_node
none[0.9205]  arg1_node[0.0777]  arg2_node[0.0018]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.7348]  arg1_node[0.0357]  arg2_node[0.2295]  none
none[0.9814]  arg1_node[0.0178]  arg2_node[0.0008]  none
none[0.9755]  arg1_node[0.0000]  arg2_node[0.0245]  none
none[0.9942]  arg1_node[0.0000]  arg2_node[0.0058]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9762]  arg1_node[0.0232]  arg2_node[0.0006]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9762]  arg1_node[0.0232]  arg2_node[0.0006]  none
none[0.9762]  arg1_node[0.0232]  arg2_node[0.0006]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9590]  arg1_node[0.0360]  arg2_node[0.0050]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9742]  arg1_node[0.0255]  arg2_node[0.0003]  none
none[0.4666]  arg1_node[0.5323]  arg2_node[0.0011]  arg1_node
none[0.2551]  arg1_node[0.7408]  arg2_node[0.0042]  arg1_node
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9659]  arg1_node[0.0315]  arg2_node[0.0026]  none
none[0.9949]  arg1_node[0.0044]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9988]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0624]  arg1_node[0.0003]  arg2_node[0.9373]  arg2_node
none[0.9633]  arg1_node[0.0001]  arg2_node[0.0366]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.4338]  arg1_node[0.5633]  arg2_node[0.0029]  arg1_node
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.8973]  arg1_node[0.1014]  arg2_node[0.0013]  none
none[0.9675]  arg1_node[0.0300]  arg2_node[0.0025]  none
none[0.9952]  arg1_node[0.0042]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9989]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0636]  arg1_node[0.0003]  arg2_node[0.9361]  arg2_node
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9640]  arg1_node[0.0001]  arg2_node[0.0359]  none
none[0.9986]  arg1_node[0.0001]  arg2_node[0.0013]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.1146]  arg1_node[0.8850]  arg2_node[0.0004]  arg1_node
none[0.9986]  arg1_node[0.0004]  arg2_node[0.0010]  none
none[0.0650]  arg1_node[0.0009]  arg2_node[0.9341]  arg2_node
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9648]  arg1_node[0.0002]  arg2_node[0.0351]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9964]  arg1_node[0.0002]  arg2_node[0.0034]  none
none[0.9741]  arg1_node[0.0231]  arg2_node[0.0028]  none
none[0.9914]  arg1_node[0.0059]  arg2_node[0.0027]  none
none[0.8876]  arg1_node[0.1086]  arg2_node[0.0038]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0026]  none
none[0.9501]  arg1_node[0.0493]  arg2_node[0.0006]  none
none[0.9980]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9786]  arg1_node[0.0211]  arg2_node[0.0003]  none
none[0.9985]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.5220]  arg1_node[0.4770]  arg2_node[0.0011]  none
none[0.2993]  arg1_node[0.6963]  arg2_node[0.0044]  arg1_node
none[0.9723]  arg1_node[0.0254]  arg2_node[0.0023]  none
none[0.9974]  arg1_node[0.0020]  arg2_node[0.0006]  none
none[0.9985]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.9967]  arg1_node[0.0027]  arg2_node[0.0006]  none
none[0.9985]  arg1_node[0.0009]  arg2_node[0.0006]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0688]  arg1_node[0.0003]  arg2_node[0.9309]  arg2_node
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9669]  arg1_node[0.0000]  arg2_node[0.0331]  none
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0024]  none
