Expansion[0.0739]  Contingency[0.0080]  Comparison[0.0102]  Temporal[0.9080]  Temporal
Expansion[0.0003]  Contingency[0.9583]  Comparison[0.0021]  Temporal[0.0393]  Contingency
Expansion[0.0038]  Contingency[0.8748]  Comparison[0.0113]  Temporal[0.1101]  Contingency
Expansion[0.9866]  Contingency[0.0020]  Comparison[0.0062]  Temporal[0.0052]  Expansion
Expansion[0.8371]  Contingency[0.0019]  Comparison[0.0144]  Temporal[0.1465]  Expansion
Expansion[0.9709]  Contingency[0.0216]  Comparison[0.0039]  Temporal[0.0036]  Expansion
Expansion[0.0038]  Contingency[0.9555]  Comparison[0.0153]  Temporal[0.0254]  Contingency
Expansion[0.0002]  Contingency[0.2589]  Comparison[0.0009]  Temporal[0.7399]  Temporal
Expansion[0.9069]  Contingency[0.0765]  Comparison[0.0079]  Temporal[0.0087]  Expansion
Expansion[0.0038]  Contingency[0.9555]  Comparison[0.0153]  Temporal[0.0254]  Contingency
Expansion[0.0002]  Contingency[0.3073]  Comparison[0.0373]  Temporal[0.6552]  Temporal
Expansion[0.0002]  Contingency[0.3073]  Comparison[0.0373]  Temporal[0.6552]  Temporal
Expansion[0.9069]  Contingency[0.0765]  Comparison[0.0079]  Temporal[0.0087]  Expansion
Expansion[0.9069]  Contingency[0.0765]  Comparison[0.0079]  Temporal[0.0087]  Expansion
Expansion[0.9709]  Contingency[0.0216]  Comparison[0.0039]  Temporal[0.0036]  Expansion
Expansion[0.9709]  Contingency[0.0216]  Comparison[0.0039]  Temporal[0.0036]  Expansion
Expansion[0.0038]  Contingency[0.8748]  Comparison[0.0113]  Temporal[0.1101]  Contingency
Expansion[0.9709]  Contingency[0.0216]  Comparison[0.0039]  Temporal[0.0036]  Expansion
Expansion[0.9730]  Contingency[0.0072]  Comparison[0.0036]  Temporal[0.0162]  Expansion
Expansion[0.0002]  Contingency[0.2589]  Comparison[0.0009]  Temporal[0.7399]  Temporal
Expansion[0.0044]  Contingency[0.0059]  Comparison[0.0007]  Temporal[0.9890]  Temporal
Expansion[0.9069]  Contingency[0.0765]  Comparison[0.0079]  Temporal[0.0087]  Expansion
Expansion[0.0002]  Contingency[0.3073]  Comparison[0.0373]  Temporal[0.6552]  Temporal
Expansion[0.0172]  Contingency[0.9724]  Comparison[0.0057]  Temporal[0.0047]  Contingency
Expansion[0.9069]  Contingency[0.0765]  Comparison[0.0079]  Temporal[0.0087]  Expansion
Expansion[0.0003]  Contingency[0.1450]  Comparison[0.0010]  Temporal[0.8537]  Temporal
