0[0.0544]  1[0.9456]  1
0[0.9840]  1[0.0160]  0
0[0.9716]  1[0.0284]  0
0[0.8967]  1[0.1033]  0
0[0.9996]  1[0.0004]  0
0[0.9999]  1[0.0001]  0
0[0.0248]  1[0.9752]  1
0[0.9939]  1[0.0061]  0
0[0.9986]  1[0.0014]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.0157]  1[0.9843]  1
0[0.0293]  1[0.9707]  1
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9998]  1[0.0002]  0
0[0.9812]  1[0.0188]  0
0[1.0000]  1[0.0000]  0
0[0.9990]  1[0.0010]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.0033]  1[0.9967]  1
0[1.0000]  1[0.0000]  0
0[0.0238]  1[0.9762]  1
0[0.9590]  1[0.0410]  0
0[0.9116]  1[0.0884]  0
0[1.0000]  1[0.0000]  0
0[0.2474]  1[0.7526]  1
0[0.4822]  1[0.5178]  1
0[0.9447]  1[0.0553]  0
0[0.0135]  1[0.9865]  1
0[0.0170]  1[0.9830]  1
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.0204]  1[0.9796]  1
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.7959]  1[0.2041]  0
0[0.9999]  1[0.0001]  0
0[0.6609]  1[0.3391]  0
0[0.9995]  1[0.0005]  0
0[0.9916]  1[0.0084]  0
0[1.0000]  1[0.0000]  0
0[0.0430]  1[0.9570]  1
0[0.9999]  1[0.0001]  0
0[0.9966]  1[0.0034]  0
0[0.9986]  1[0.0014]  0
0[0.9891]  1[0.0109]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9872]  1[0.0128]  0
0[1.0000]  1[0.0000]  0
0[0.0553]  1[0.9447]  1
0[0.9994]  1[0.0006]  0
0[0.0115]  1[0.9885]  1
0[0.1633]  1[0.8367]  1
0[0.0960]  1[0.9040]  1
0[0.0113]  1[0.9887]  1
0[0.9988]  1[0.0012]  0
0[0.9960]  1[0.0040]  0
0[0.0699]  1[0.9301]  1
0[0.0161]  1[0.9839]  1
0[0.0232]  1[0.9768]  1
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.0081]  1[0.9919]  1
0[0.5546]  1[0.4454]  0
0[0.9996]  1[0.0004]  0
0[0.9699]  1[0.0301]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.9890]  1[0.0110]  0
0[0.1201]  1[0.8799]  1
0[0.9999]  1[0.0001]  0
0[0.9986]  1[0.0014]  0
0[0.9995]  1[0.0005]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.9933]  1[0.0067]  0
0[0.9999]  1[0.0001]  0
0[0.9995]  1[0.0005]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9998]  1[0.0002]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9930]  1[0.0070]  0
0[1.0000]  1[0.0000]  0
0[0.9997]  1[0.0003]  0
0[0.0133]  1[0.9867]  1
0[0.9998]  1[0.0002]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9629]  1[0.0371]  0
0[0.9997]  1[0.0003]  0
0[0.9799]  1[0.0201]  0
0[0.9990]  1[0.0010]  0
0[0.3479]  1[0.6521]  1
0[0.0327]  1[0.9673]  1
0[1.0000]  1[0.0000]  0
0[0.9995]  1[0.0005]  0
0[0.9999]  1[0.0001]  0
0[0.9915]  1[0.0085]  0
0[0.9999]  1[0.0001]  0
0[0.9915]  1[0.0085]  0
0[0.2253]  1[0.7747]  1
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9995]  1[0.0005]  0
0[0.9999]  1[0.0001]  0
0[0.9852]  1[0.0148]  0
0[0.9998]  1[0.0002]  0
0[0.9999]  1[0.0001]  0
0[0.9932]  1[0.0068]  0
0[0.9950]  1[0.0050]  0
0[0.9806]  1[0.0194]  0
0[0.9936]  1[0.0064]  0
0[0.9620]  1[0.0380]  0
0[0.9947]  1[0.0053]  0
0[0.9999]  1[0.0001]  0
0[0.3063]  1[0.6937]  1
0[0.0349]  1[0.9651]  1
0[0.2253]  1[0.7747]  1
0[0.9989]  1[0.0011]  0
0[0.9736]  1[0.0264]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.3412]  1[0.6588]  1
0[0.9779]  1[0.0221]  0
0[0.9540]  1[0.0460]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9457]  1[0.0543]  0
0[0.9725]  1[0.0275]  0
0[1.0000]  1[0.0000]  0
0[0.9977]  1[0.0023]  0
0[0.2133]  1[0.7867]  1
0[0.7959]  1[0.2041]  0
0[1.0000]  1[0.0000]  0
0[0.9988]  1[0.0012]  0
0[0.2133]  1[0.7867]  1
0[0.2565]  1[0.7435]  1
0[1.0000]  1[0.0000]  0
0[0.9953]  1[0.0047]  0
0[0.9991]  1[0.0009]  0
0[1.0000]  1[0.0000]  0
0[0.0086]  1[0.9914]  1
0[0.9763]  1[0.0237]  0
0[1.0000]  1[0.0000]  0
0[0.0737]  1[0.9263]  1
0[0.9999]  1[0.0001]  0
0[0.0204]  1[0.9796]  1
0[0.3458]  1[0.6542]  1
0[0.9999]  1[0.0001]  0
0[0.9998]  1[0.0002]  0
0[1.0000]  1[0.0000]  0
0[0.9998]  1[0.0002]  0
0[0.9837]  1[0.0163]  0
0[0.9736]  1[0.0264]  0
0[1.0000]  1[0.0000]  0
0[0.0363]  1[0.9637]  1
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9991]  1[0.0009]  0
0[0.9842]  1[0.0158]  0
0[0.2253]  1[0.7747]  1
0[1.0000]  1[0.0000]  0
0[0.0806]  1[0.9194]  1
0[0.9988]  1[0.0012]  0
0[0.8165]  1[0.1835]  0
0[0.9988]  1[0.0012]  0
0[0.9928]  1[0.0072]  0
0[0.9998]  1[0.0002]  0
0[1.0000]  1[0.0000]  0
0[0.9975]  1[0.0025]  0
0[0.9988]  1[0.0012]  0
0[0.9994]  1[0.0006]  0
0[0.9821]  1[0.0179]  0
0[1.0000]  1[0.0000]  0
0[0.9995]  1[0.0005]  0
0[0.9999]  1[0.0001]  0
0[0.9332]  1[0.0668]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9982]  1[0.0018]  0
0[0.9833]  1[0.0167]  0
0[0.3957]  1[0.6043]  1
0[0.9999]  1[0.0001]  0
0[0.9998]  1[0.0002]  0
0[1.0000]  1[0.0000]  0
0[0.9736]  1[0.0264]  0
0[0.9886]  1[0.0114]  0
0[0.9991]  1[0.0009]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9996]  1[0.0004]  0
0[1.0000]  1[0.0000]  0
0[0.0349]  1[0.9651]  1
0[0.9998]  1[0.0002]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9996]  1[0.0004]  0
0[1.0000]  1[0.0000]  0
0[0.9736]  1[0.0264]  0
0[1.0000]  1[0.0000]  0
0[0.9981]  1[0.0019]  0
0[0.9953]  1[0.0047]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.0806]  1[0.9194]  1
0[1.0000]  1[0.0000]  0
0[0.9968]  1[0.0032]  0
0[0.0119]  1[0.9881]  1
0[0.0161]  1[0.9839]  1
0[0.9999]  1[0.0001]  0
0[0.9979]  1[0.0021]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9995]  1[0.0005]  0
0[0.6193]  1[0.3807]  0
0[0.1079]  1[0.8921]  1
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.0078]  1[0.9922]  1
0[0.0288]  1[0.9712]  1
0[0.9954]  1[0.0046]  0
0[0.0161]  1[0.9839]  1
0[0.7074]  1[0.2926]  0
0[0.9999]  1[0.0001]  0
0[0.9998]  1[0.0002]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9736]  1[0.0264]  0
0[0.9998]  1[0.0002]  0
0[0.1079]  1[0.8921]  1
0[0.0072]  1[0.9928]  1
0[0.9559]  1[0.0441]  0
0[0.3965]  1[0.6035]  1
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9998]  1[0.0002]  0
0[0.9998]  1[0.0002]  0
0[1.0000]  1[0.0000]  0
0[0.9966]  1[0.0034]  0
0[0.9848]  1[0.0152]  0
0[0.9766]  1[0.0234]  0
0[0.9998]  1[0.0002]  0
0[0.0269]  1[0.9731]  1
0[1.0000]  1[0.0000]  0
0[0.0246]  1[0.9754]  1
0[0.3925]  1[0.6075]  1
0[0.0327]  1[0.9673]  1
0[0.9995]  1[0.0005]  0
0[1.0000]  1[0.0000]  0
0[0.0137]  1[0.9863]  1
0[0.9960]  1[0.0040]  0
0[0.0220]  1[0.9780]  1
0[0.9997]  1[0.0003]  0
0[0.4357]  1[0.5643]  1
0[1.0000]  1[0.0000]  0
0[0.9952]  1[0.0048]  0
0[0.9999]  1[0.0001]  0
0[0.0170]  1[0.9830]  1
0[0.3925]  1[0.6075]  1
0[0.0327]  1[0.9673]  1
0[0.9999]  1[0.0001]  0
0[0.8683]  1[0.1317]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.0078]  1[0.9922]  1
0[0.9999]  1[0.0001]  0
0[0.0205]  1[0.9795]  1
0[0.0220]  1[0.9780]  1
0[0.9998]  1[0.0002]  0
0[0.0543]  1[0.9457]  1
0[0.0918]  1[0.9082]  1
0[1.0000]  1[0.0000]  0
0[0.9998]  1[0.0002]  0
0[0.0269]  1[0.9731]  1
0[0.0078]  1[0.9922]  1
0[0.1078]  1[0.8922]  1
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.0859]  1[0.9141]  1
0[0.2330]  1[0.7670]  1
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9687]  1[0.0313]  0
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9998]  1[0.0002]  0
0[0.0273]  1[0.9727]  1
0[0.9999]  1[0.0001]  0
0[0.0543]  1[0.9457]  1
0[0.9996]  1[0.0004]  0
0[0.9935]  1[0.0065]  0
0[0.9999]  1[0.0001]  0
0[0.0217]  1[0.9783]  1
0[0.0543]  1[0.9457]  1
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.9854]  1[0.0146]  0
0[0.9937]  1[0.0063]  0
0[0.9935]  1[0.0065]  0
0[0.9840]  1[0.0160]  0
0[0.8703]  1[0.1297]  0
0[0.9846]  1[0.0154]  0
0[0.0073]  1[0.9927]  1
0[1.0000]  1[0.0000]  0
0[0.9995]  1[0.0005]  0
0[0.0754]  1[0.9246]  1
0[0.9999]  1[0.0001]  0
0[0.0332]  1[0.9668]  1
0[0.9960]  1[0.0040]  0
0[0.9999]  1[0.0001]  0
0[0.9994]  1[0.0006]  0
0[0.9987]  1[0.0013]  0
0[0.3246]  1[0.6754]  1
0[0.0184]  1[0.9816]  1
0[0.7697]  1[0.2303]  0
0[0.9999]  1[0.0001]  0
0[0.0073]  1[0.9927]  1
0[0.9997]  1[0.0003]  0
0[0.9997]  1[0.0003]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.9947]  1[0.0053]  0
0[0.9812]  1[0.0188]  0
0[0.9999]  1[0.0001]  0
0[0.9992]  1[0.0008]  0
0[0.9997]  1[0.0003]  0
0[1.0000]  1[0.0000]  0
0[0.9944]  1[0.0056]  0
0[0.0331]  1[0.9669]  1
0[0.3431]  1[0.6569]  1
0[1.0000]  1[0.0000]  0
0[0.9997]  1[0.0003]  0
0[0.9999]  1[0.0001]  0
0[0.9984]  1[0.0016]  0
0[0.0860]  1[0.9140]  1
0[0.9132]  1[0.0868]  0
0[0.9995]  1[0.0005]  0
0[0.9999]  1[0.0001]  0
0[0.9917]  1[0.0083]  0
0[0.9999]  1[0.0001]  0
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9917]  1[0.0083]  0
0[0.0543]  1[0.9457]  1
0[0.9988]  1[0.0012]  0
0[0.1708]  1[0.8292]  1
0[0.4791]  1[0.5209]  1
0[0.9999]  1[0.0001]  0
0[0.4520]  1[0.5480]  1
0[1.0000]  1[0.0000]  0
0[1.0000]  1[0.0000]  0
0[0.4520]  1[0.5480]  1
0[1.0000]  1[0.0000]  0
0[0.9997]  1[0.0003]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.4520]  1[0.5480]  1
0[0.9817]  1[0.0183]  0
0[0.9451]  1[0.0549]  0
0[0.9997]  1[0.0003]  0
0[1.0000]  1[0.0000]  0
0[0.9997]  1[0.0003]  0
0[0.0156]  1[0.9844]  1
0[0.4520]  1[0.5480]  1
0[1.0000]  1[0.0000]  0
0[0.9999]  1[0.0001]  0
0[0.9999]  1[0.0001]  0
0[0.9576]  1[0.0424]  0
0[0.9890]  1[0.0110]  0
0[0.9998]  1[0.0002]  0
0[0.9964]  1[0.0036]  0
0[0.9881]  1[0.0119]  0
0[1.0000]  1[0.0000]  0
0[0.9998]  1[0.0002]  0
